"","model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","target_end_date"
"1","Model1","temperature","1 day","2021-12-01",0.709115473853935,2.0906529676982,2.85845204977519,3.63106676843122,5.10758862739884,"2021-12-02"
"2","Model1","temperature","2 day","2021-12-01",0.360453512754011,1.65861557380036,2.49159293059206,3.34730593334946,4.99799127665316,"2021-12-03"
"3","Model1","temperature","3 day","2021-12-01",0.207491764448164,1.45057233860985,2.47045827152146,3.58017039589945,5.78280451922724,"2021-12-04"
"4","Model1","wind","1 day","2021-12-01",10.8,18,19.08,22.32,28.08,"2021-12-02"
"5","Model1","wind","2 day","2021-12-01",10.08,13.68,17.64,18.36,22.68,"2021-12-03"
"6","Model1","wind","3 day","2021-12-01",7.2,11.52,15.48,17.64,26.64,"2021-12-04"
"7","Model2","temperature","1 day","2021-12-01",0.621425759050988,2.10951256351576,2.89031335298142,3.67111414244707,5.15920094691184,"2021-12-02"
"8","Model2","temperature","2 day","2021-12-01",0.0575436900928658,1.71872723376784,2.59035207343254,3.46197691309724,5.12316045677221,"2021-12-03"
"9","Model2","temperature","3 day","2021-12-01",-1.16692565480526,1.20927447005973,2.45606929940457,3.70286412874942,6.07906425361441,"2021-12-04"
"10","Model2","wind","1 day","2021-12-01",11.9028049144559,17.3913967911354,20.2712670093969,23.1511372276585,28.639729104338,"2021-12-02"
"11","Model2","wind","2 day","2021-12-01",12.4489515017304,16.3208040868035,18.3523694135367,20.3839347402698,24.255787325343,"2021-12-03"
"12","Model2","wind","3 day","2021-12-01",6.32034657135401,12.0614833798334,15.0738642026735,18.0862450255136,23.827381833993,"2021-12-04"
"13","Model3","temperature","1 day","2021-12-01",0.859801922193038,1.96078602935966,2.53847360610962,3.11616118285957,4.2171452900262,"2021-12-02"
"14","Model3","temperature","2 day","2021-12-01",1.29128759321254,2.35283687439505,2.90983295440674,3.46682903441843,4.52837831560094,"2021-12-03"
"15","Model3","temperature","3 day","2021-12-01",0.913731744400484,2.49210182754603,3.32027435302734,4.14844687850866,5.7268169616542,"2021-12-04"
"16","Model3","wind","1 day","2021-12-01",10.4037263015778,10.5189852381137,16.9530585569489,17.0431646096411,21.0378148047516,"2021-12-02"
"17","Model3","wind","2 day","2021-12-01",10.5907485012198,10.7080793857496,17.2578145847483,17.3495404255517,21.4160003016009,"2021-12-03"
"18","Model3","wind","3 day","2021-12-01",10.0189829370897,10.1299794478616,16.3261123457078,16.4128861590784,20.2598089811816,"2021-12-04"
"19","Model4","temperature","1 day","2021-12-01",0.680750854899778,2.0906529676982,2.74411396778418,3.63106676843122,5.31189217249479,"2021-12-02"
"20","Model4","temperature","2 day","2021-12-01",0.346035372243851,1.65861557380036,2.39192921336838,3.34730593334946,5.19791092771929,"2021-12-03"
"21","Model4","temperature","3 day","2021-12-01",0.199192093870237,1.45057233860985,2.3716399406606,3.58017039589945,6.01411669999633,"2021-12-04"
"22","Model4","wind","1 day","2021-12-01",10.368,18,18.3168,22.32,29.2032,"2021-12-02"
"23","Model4","wind","2 day","2021-12-01",9.6768,13.68,16.9344,18.36,23.5872,"2021-12-03"
"24","Model4","wind","3 day","2021-12-01",6.912,11.52,14.8608,17.64,27.7056,"2021-12-04"
"25","Model5","temperature","1 day","2021-12-01",0.596568728688948,2.10951256351576,2.77470081886216,3.67111414244707,5.36556898478831,"2021-12-02"
"26","Model5","temperature","2 day","2021-12-01",0.0552419424891512,1.71872723376784,2.48673799049524,3.46197691309724,5.3280868750431,"2021-12-03"
"27","Model5","temperature","3 day","2021-12-01",-1.12024862861305,1.20927447005973,2.35782652742839,3.70286412874942,6.32222682375899,"2021-12-04"
"28","Model5","wind","1 day","2021-12-01",11.4266927178777,17.3913967911354,19.460416329021,23.1511372276585,29.7853182685115,"2021-12-02"
"29","Model5","wind","2 day","2021-12-01",11.9509934416612,16.3208040868035,17.6182746369952,20.3839347402698,25.2260188183567,"2021-12-03"
"30","Model5","wind","3 day","2021-12-01",6.06753270849985,12.0614833798334,14.4709096345666,18.0862450255136,24.7804771073527,"2021-12-04"
"31","Model6","temperature","1 day","2021-12-01",0.825409845305316,1.96078602935966,2.43693466186523,3.11616118285957,4.38583110162725,"2021-12-02"
"32","Model6","temperature","2 day","2021-12-01",1.23963608948404,2.35283687439505,2.79343963623047,3.46682903441843,4.70951344822498,"2021-12-03"
"33","Model6","temperature","3 day","2021-12-01",0.877182474624465,2.49210182754603,3.18746337890625,4.14844687850866,5.95588964012037,"2021-12-04"
"34","Model6","wind","1 day","2021-12-01",9.98757724951469,10.5189852381137,16.2749362146709,17.0431646096411,21.8793273969417,"2021-12-02"
"35","Model6","wind","2 day","2021-12-01",10.167118561171,10.7080793857496,16.5675020013584,17.3495404255517,22.2726403136649,"2021-12-03"
"36","Model6","wind","3 day","2021-12-01",9.61822361960611,10.1299794478616,15.6730678518795,16.4128861590784,21.0702013404289,"2021-12-04"
