"","model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","target_end_date"
"1","Model1","temperature","1 day","2021-11-17",7.61925,8.4325,8.655,9.0525,9.70275,"2021-11-18"
"2","Model1","temperature","2 day","2021-11-17",10.13575,11.3275,11.87,12.1625,12.7765,"2021-11-19"
"3","Model1","temperature","3 day","2021-11-17",10.04475,10.875,11.275,11.6775,12.35575,"2021-11-20"
"4","Model1","wind","1 day","2021-11-17",13.1777259612595,17.8159828749857,20.2496816302958,22.6833804086916,27.3216378259021,"2021-11-18"
"5","Model1","wind","2 day","2021-11-17",17.5332840096453,21.7309267039797,23.9334344607859,26.1359422175924,30.3335849119321,"2021-11-19"
"6","Model1","wind","3 day","2021-11-17",12.6290204459839,17.745103359192,20.4295213465189,23.1139396968786,28.2300305276144,"2021-11-20"
"7","Model2","temperature","1 day","2021-11-17",7.31334211591045,8.55200324674562,9.20193010983905,9.85185697293249,11.0905181037677,"2021-11-18"
"8","Model2","temperature","2 day","2021-11-17",9.73260105411854,11.2171064246368,11.9960280317561,12.7749496388754,14.2594550093937,"2021-11-19"
"9","Model2","temperature","3 day","2021-11-17",9.36015278032439,10.8377637436302,11.6130678476721,12.3883719517141,13.8659829150199,"2021-11-20"
"10","Model2","wind","1 day","2021-11-17",14.7234215774334,18.4896213686632,20.4657505578037,22.4418797469442,26.208079538174,"2021-11-18"
"11","Model2","wind","2 day","2021-11-17",18.5450012534392,22.1102329359702,23.980913936565,25.8515949371599,29.4168266196909,"2021-11-19"
"12","Model2","wind","3 day","2021-11-17",13.0334354630048,17.6545132842596,20.0791979197206,22.5038825551816,27.1249603764364,"2021-11-20"
"13","Model3","temperature","1 day","2021-11-17",7.26244933701883,8.61747020890665,9.32845115661621,10.0394321043258,11.3944529762136,"2021-11-18"
"14","Model3","temperature","2 day","2021-11-17",9.85689869609233,11.2757811547768,12.0202703475952,12.7647595404137,14.1836419990981,"2021-11-19"
"15","Model3","temperature","3 day","2021-11-17",9.50649466570236,10.9282169767808,11.6741962432861,12.4201755097915,13.8418978208699,"2021-11-20"
"16","Model3","wind","1 day","2021-11-17",13.1316092135761,18.7634962147689,21.7185535430908,24.6736108714127,30.3054978726055,"2021-11-18"
"17","Model3","wind","2 day","2021-11-17",15.827053478612,22.0731932583738,25.350549697876,28.6279061373782,34.87404591714,"2021-11-19"
"18","Model3","wind","3 day","2021-11-17",12.8644749258426,18.5507255162479,21.5343074798584,24.5178894434689,30.2041400338742,"2021-11-20"
"19","Model4","temperature","1 day","2021-11-17",7.31448,8.4325,8.3088,9.0525,10.09086,"2021-11-18"
"20","Model4","temperature","2 day","2021-11-17",9.73032,11.3275,11.3952,12.1625,13.28756,"2021-11-19"
"21","Model4","temperature","3 day","2021-11-17",9.64296,10.875,10.824,11.6775,12.84998,"2021-11-20"
"22","Model4","wind","1 day","2021-11-17",12.6506169228091,17.8159828749857,19.439694365084,22.6833804086916,28.4145033389382,"2021-11-18"
"23","Model4","wind","2 day","2021-11-17",16.8319526492595,21.7309267039797,22.9760970823545,26.1359422175924,31.5469283084094,"2021-11-19"
"24","Model4","wind","3 day","2021-11-17",12.1238596281445,17.745103359192,19.6123404926581,23.1139396968786,29.359231748719,"2021-11-20"
"25","Model5","temperature","1 day","2021-11-17",7.02080843127403,8.55200324674562,8.83385290544549,9.85185697293249,11.5341388279184,"2021-11-18"
"26","Model5","temperature","2 day","2021-11-17",9.3432970119538,11.2171064246368,11.5161869104859,12.7749496388754,14.8298332097694,"2021-11-19"
"27","Model5","temperature","3 day","2021-11-17",8.98574666911141,10.8377637436302,11.1485451337652,12.3883719517141,14.4206222316207,"2021-11-20"
"28","Model5","wind","1 day","2021-11-17",14.1344847143361,18.4896213686632,19.6471205354915,22.4418797469442,27.256402719701,"2021-11-18"
"29","Model5","wind","2 day","2021-11-17",17.8032012033016,22.1102329359702,23.0216773791024,25.8515949371599,30.5934996844785,"2021-11-19"
"30","Model5","wind","3 day","2021-11-17",12.5120980444846,17.6545132842596,19.2760300029318,22.5038825551816,28.2099587914939,"2021-11-20"
"31","Model6","temperature","1 day","2021-11-17",6.97195136353808,8.61747020890665,8.95531311035156,10.0394321043258,11.8502310952621,"2021-11-18"
"32","Model6","temperature","2 day","2021-11-17",9.46262274824864,11.2757811547768,11.5394595336914,12.7647595404137,14.750987679062,"2021-11-19"
"33","Model6","temperature","3 day","2021-11-17",9.12623487907427,10.9282169767808,11.2072283935547,12.4201755097915,14.3955737337047,"2021-11-20"
"34","Model6","wind","1 day","2021-11-17",12.6063448450331,18.7634962147689,20.8498114013672,24.6736108714127,31.5177177875097,"2021-11-18"
"35","Model6","wind","2 day","2021-11-17",15.1939713394675,22.0731932583738,24.336527709961,28.6279061373782,36.2690077538256,"2021-11-19"
"36","Model6","wind","3 day","2021-11-17",12.3498959288089,18.5507255162479,20.6729351806641,24.5178894434689,31.4123056352292,"2021-11-20"
