"","model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","target_end_date"
"1","Model1","temperature","1 day","2022-01-19",-0.287957112814635,1.25078884928693,2.05817055470304,2.86555226011916,4.40429822222072,"2022-01-20"
"2","Model1","temperature","2 day","2022-01-19",-0.629186838423293,0.810102266324907,1.56529884886628,2.32049543140765,3.75978453615585,"2022-01-21"
"3","Model1","temperature","3 day","2022-01-19",-1.0520016808663,2.06932818697552,3.70709341524135,5.34485864350717,8.46618851134899,"2022-01-22"
"4","Model1","wind","1 day","2022-01-19",20.6047882525262,24.9626223466658,26.7906489852622,28.9786756238586,36.5765097179981,"2022-01-20"
"5","Model1","wind","2 day","2022-01-19",10.6246078785309,15.3826396226053,17.4969458531865,20.2112523023425,23.9372888134038,"2022-01-21"
"6","Model1","wind","3 day","2022-01-19",3.05538194879595,9.39623630693945,13.4204018780562,17.3467031384785,24.0118623243904,"2022-01-22"
"7","Model2","temperature","1 day","2022-01-19",-0.109970914714028,1.44013594828785,2.2534787309512,3.06682151361456,4.61692837661644,"2022-01-20"
"8","Model2","temperature","2 day","2022-01-19",0.180851620955417,1.57334219438501,2.30398353586802,3.03462487735103,4.42711545078063,"2022-01-21"
"9","Model2","temperature","3 day","2022-01-19",-1.72039081449803,1.64968861894574,3.41797301895511,5.18625741896448,8.55633685240825,"2022-01-22"
"10","Model2","wind","1 day","2022-01-19",17.3332375226099,23.0598812704813,26.064657568417,29.0694338663526,34.7960776142241,"2022-01-20"
"11","Model2","wind","2 day","2022-01-19",7.84905015044419,13.9517119746529,17.1537853724464,20.3558587702398,26.4585205944486,"2022-01-21"
"12","Model2","wind","3 day","2022-01-19",2.7102106862753,9.4646858931616,13.008766492586,16.5528470920103,23.3073222988966,"2022-01-22"
"13","Model3","temperature","1 day","2022-01-19",-0.704018606514656,1.25313678755779,2.28005838394165,3.30697998032551,5.26413537439796,"2022-01-20"
"14","Model3","temperature","2 day","2022-01-19",-0.843307959159622,0.90426228268954,1.82121431827545,2.73816635386136,4.48573659571052,"2022-01-21"
"15","Model3","temperature","3 day","2022-01-19",0.395361608995743,1.97498765103515,2.80381917953491,3.63265070803468,5.21227675007408,"2022-01-22"
"16","Model3","wind","1 day","2022-01-19",17.3195969828825,24.5371207477755,28.3241634368896,32.1112061260038,39.3287298908968,"2022-01-20"
"17","Model3","wind","2 day","2022-01-19",10.9464149272382,16.5230231871305,19.4490756988525,22.3751282105746,27.9517364704669,"2022-01-21"
"18","Model3","wind","3 day","2022-01-19",8.2641877391183,13.0641659404337,15.5827198028564,18.1012736652792,22.9012518665946,"2022-01-22"
"19","Model4","temperature","1 day","2022-01-19",-0.27643882830205,1.25078884928693,1.97584373251492,2.86555226011916,4.58047015110955,"2022-01-20"
"20","Model4","temperature","2 day","2022-01-19",-0.604019364886361,0.810102266324907,1.50268689491163,2.32049543140765,3.91017591760208,"2022-01-21"
"21","Model4","temperature","3 day","2022-01-19",-1.00992161363165,2.06932818697552,3.5588096786317,5.34485864350717,8.80483605180295,"2022-01-22"
"22","Model4","wind","1 day","2022-01-19",19.7805967224251,24.9626223466658,25.7190230258517,28.9786756238586,38.039570106718,"2022-01-20"
"23","Model4","wind","2 day","2022-01-19",10.1996235633897,15.3826396226053,16.797068019059,20.2112523023425,24.89478036594,"2022-01-21"
"24","Model4","wind","3 day","2022-01-19",2.93316667084411,9.39623630693945,12.883585802934,17.3467031384785,24.972336817366,"2022-01-22"
"25","Model5","temperature","1 day","2022-01-19",-0.105572078125467,1.44013594828785,2.16333958171315,3.06682151361456,4.8016055116811,"2022-01-20"
"26","Model5","temperature","2 day","2022-01-19",0.1736175561172,1.57334219438501,2.2118241944333,3.03462487735103,4.60420006881186,"2022-01-21"
"27","Model5","temperature","3 day","2022-01-19",-1.65157518191811,1.64968861894574,3.28125409819691,5.18625741896448,8.89859032650458,"2022-01-22"
"28","Model5","wind","1 day","2022-01-19",16.6399080217055,23.0598812704813,25.0220712656803,29.0694338663526,36.1879207187931,"2022-01-20"
"29","Model5","wind","2 day","2022-01-19",7.53508814442642,13.9517119746529,16.4676339575485,20.3558587702398,27.5168614182265,"2022-01-21"
"30","Model5","wind","3 day","2022-01-19",2.60180225882429,9.4646858931616,12.4884158328826,16.5528470920103,24.2396151908525,"2022-01-22"
"31","Model6","temperature","1 day","2022-01-19",-0.67585786225407,1.25313678755779,2.18885604858398,3.30697998032551,5.47470078937388,"2022-01-20"
"32","Model6","temperature","2 day","2022-01-19",-0.809575640793237,0.90426228268954,1.74836574554443,2.73816635386136,4.66516605953894,"2022-01-21"
"33","Model6","temperature","3 day","2022-01-19",0.379547144635913,1.97498765103515,2.69166641235351,3.63265070803468,5.42076782007704,"2022-01-22"
"34","Model6","wind","1 day","2022-01-19",16.6268131035672,24.5371207477755,27.191196899414,32.1112061260038,40.9018790865327,"2022-01-20"
"35","Model6","wind","2 day","2022-01-19",10.5085583301487,16.5230231871305,18.6711126708984,22.3751282105746,29.0698059292856,"2022-01-21"
"36","Model6","wind","3 day","2022-01-19",7.93362022955357,13.0641659404337,14.9594110107421,18.1012736652792,23.8173019412584,"2022-01-22"
