"","model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","target_end_date"
"1","Model1","temperature","1 day","2021-12-08",-2.04309004257934,-0.6924921327987,0.0161680818093311,0.724828296417362,2.075426206198,"2021-12-09"
"2","Model1","temperature","2 day","2021-12-08",-0.855390813045252,0.711885416569682,1.53423698485352,2.35658855313736,3.9238647827523,"2021-12-10"
"3","Model1","temperature","3 day","2021-12-08",-2.18994907154207,-0.103767561863381,0.990854179851235,2.08547592156585,4.17165743124454,"2021-12-11"
"4","Model1","wind","1 day","2021-12-08",4.32,7.56,9.36,11.16,13.68,"2021-12-09"
"5","Model1","wind","2 day","2021-12-08",4.68,7.92,9,11.52,15.12,"2021-12-10"
"6","Model1","wind","3 day","2021-12-08",3.96,7.56,7.92,10.44,14.4,"2021-12-11"
"7","Model2","temperature","1 day","2021-12-08",-3.12254096706495,-0.659891308334761,0.632263686887744,1.92441868211025,4.38706834084044,"2021-12-09"
"8","Model2","temperature","2 day","2021-12-08",-1.87671718553094,0.671894263156835,2.00915350449011,3.34641274582338,5.89502419451115,"2021-12-10"
"9","Model2","temperature","3 day","2021-12-08",-2.59980650362551,0.110549818061353,1.53267677285784,2.95480372765433,5.66516004934119,"2021-12-11"
"10","Model2","wind","1 day","2021-12-08",2.78130473134822,7.47711576969193,9.94101300668076,12.4049102436696,17.1007212820133,"2021-12-09"
"11","Model2","wind","2 day","2021-12-08",0.855093999542001,6.5228883952489,9.49678637312167,12.4706843509944,18.1384787467013,"2021-12-10"
"12","Model2","wind","3 day","2021-12-08",0.174328176602428,6.04061569458846,9.11866323289954,12.1967107712106,18.0629982891967,"2021-12-11"
"13","Model3","temperature","1 day","2021-12-08",-3.44163380958873,-1.73335932799697,-0.837025821208954,0.0593076855790594,1.76758216717082,"2021-12-09"
"14","Model3","temperature","2 day","2021-12-08",-2.10508506998527,-0.488760387177625,0.359326958656311,1.20741430449025,2.8237389872979,"2021-12-10"
"15","Model3","temperature","3 day","2021-12-08",-2.69354566348238,-1.0216198214249,-0.144358485937119,0.732902849550661,2.40482869160814,"2021-12-11"
"16","Model3","wind","1 day","2021-12-08",9.91800404415698,10.3404920256366,10.5621719360352,10.7838518464337,11.2063398279133,"2021-12-09"
"17","Model3","wind","2 day","2021-12-08",8.33674407782793,8.79470209460587,9.03499317169189,9.27528424877792,9.73324226555586,"2021-12-10"
"18","Model3","wind","3 day","2021-12-08",8.77582082601381,9.22025881920612,9.45345592498779,9.68665303076947,10.1310910239618,"2021-12-11"
"19","Model4","temperature","1 day","2021-12-08",-1.96136644087617,-0.6924921327987,0.0155213585369579,0.724828296417362,2.15844325444592,"2021-12-09"
"20","Model4","temperature","2 day","2021-12-08",-0.821175180523442,0.711885416569682,1.47286750545938,2.35658855313736,4.08081937406239,"2021-12-10"
"21","Model4","temperature","3 day","2021-12-08",-2.10235110868039,-0.103767561863381,0.951220012657186,2.08547592156585,4.33852372849432,"2021-12-11"
"22","Model4","wind","1 day","2021-12-08",4.1472,7.56,8.9856,11.16,14.2272,"2021-12-09"
"23","Model4","wind","2 day","2021-12-08",4.4928,7.92,8.64,11.52,15.7248,"2021-12-10"
"24","Model4","wind","3 day","2021-12-08",3.8016,7.56,7.6032,10.44,14.976,"2021-12-11"
"25","Model5","temperature","1 day","2021-12-08",-2.99763932838235,-0.659891308334761,0.606973139412234,1.92441868211025,4.56255107447406,"2021-12-09"
"26","Model5","temperature","2 day","2021-12-08",-1.8016484981097,0.671894263156835,1.92878736431051,3.34641274582338,6.1308251622916,"2021-12-10"
"27","Model5","temperature","3 day","2021-12-08",-2.49581424348049,0.110549818061353,1.47136970194353,2.95480372765433,5.89176645131484,"2021-12-11"
"28","Model5","wind","1 day","2021-12-08",2.67005254209429,7.47711576969193,9.54337248641353,12.4049102436696,17.7847501332938,"2021-12-09"
"29","Model5","wind","2 day","2021-12-08",0.820890239560321,6.5228883952489,9.1169149181968,12.4706843509944,18.8640178965694,"2021-12-10"
"30","Model5","wind","3 day","2021-12-08",0.167355049538331,6.04061569458846,8.75391670358356,12.1967107712106,18.7855182207646,"2021-12-11"
"31","Model6","temperature","1 day","2021-12-08",-3.30396845720518,-1.73335932799697,-0.803544788360596,0.0593076855790594,1.83828545385765,"2021-12-09"
"32","Model6","temperature","2 day","2021-12-08",-2.02088166718586,-0.488760387177625,0.344953880310059,1.20741430449025,2.93668854678982,"2021-12-10"
"33","Model6","temperature","3 day","2021-12-08",-2.58580383694308,-1.0216198214249,-0.138584146499634,0.732902849550661,2.50102183927247,"2021-12-11"
"34","Model6","wind","1 day","2021-12-08",9.5212838823907,10.3404920256366,10.1396850585938,10.7838518464337,11.6545934210298,"2021-12-09"
"35","Model6","wind","2 day","2021-12-08",8.00327431471481,8.79470209460587,8.67359344482421,9.27528424877792,10.1225719561781,"2021-12-10"
"36","Model6","wind","3 day","2021-12-08",8.42478799297326,9.22025881920612,9.07531768798828,9.68665303076947,10.5363346649203,"2021-12-11"
