"","model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","target_end_date"
"1","Model1","temperature","1 day","2021-11-24",0.49267213084779,1.85039881403703,2.65638123795188,3.47435697368875,5.04351119320161,"2021-11-25"
"2","Model1","temperature","2 day","2021-11-24",2.85000126346471,4.38136345228525,5.18492235763159,5.98848640649063,7.51996075983771,"2021-11-26"
"3","Model1","temperature","3 day","2021-11-24",1.28512303015095,3.06670685636268,4.02192815244189,4.9792812391743,6.80562293116709,"2021-11-27"
"4","Model1","wind","1 day","2021-11-24",5.70167229718398,9.98085365071303,12.2287446334428,14.4768959771683,18.7617440636082,"2021-11-25"
"5","Model1","wind","2 day","2021-11-24",5.04783624265489,10.0461988645647,12.6836565147616,15.3226109838333,20.3532954468469,"2021-11-26"
"6","Model1","wind","3 day","2021-11-24",5.53297968569871,11.1058465500002,14.0478423994796,16.9916496046082,22.6035976703461,"2021-11-27"
"7","Model2","temperature","1 day","2021-11-24",7.19445772910828,8.58424420365869,9.3134667014739,10.0426891992891,11.4324756738395,"2021-11-25"
"8","Model2","temperature","2 day","2021-11-24",9.71872437080929,11.3822535351973,12.2551091246402,13.1279647140831,14.7914938784711,"2021-11-26"
"9","Model2","temperature","3 day","2021-11-24",9.13145281823797,10.9060481298286,11.8371802493493,12.76831236887,14.5429076804607,"2021-11-27"
"10","Model2","wind","1 day","2021-11-24",7.07262659219884,10.5667688311284,12.4001491221677,14.2335294132071,17.7276716521367,"2021-11-25"
"11","Model2","wind","2 day","2021-11-24",6.1690393340588,10.5145184142889,12.7945960860148,15.0746737577407,19.4201528379707,"2021-11-26"
"12","Model2","wind","3 day","2021-11-24",6.37197685732897,11.4713315254332,14.1469685505549,16.8226055756767,21.9219602437809,"2021-11-27"
"13","Model3","temperature","1 day","2021-11-24",0.976510600139179,2.41758289187219,3.17371511459351,3.92984733731482,5.37091962904783,"2021-11-25"
"14","Model3","temperature","2 day","2021-11-24",3.26521615074469,4.69425339566866,5.44407081604004,6.19388823641141,7.62292548133538,"2021-11-26"
"15","Model3","temperature","3 day","2021-11-24",2.57284357992693,3.98619513032,4.72778224945068,5.46936936858137,6.88272091897444,"2021-11-27"
"16","Model3","wind","1 day","2021-11-24",5.29104354825769,10.7760761960145,12.3594125362889,15.826798579842,24.2168183941622,"2021-11-25"
"17","Model3","wind","2 day","2021-11-24",5.08082432211071,10.3479303343965,11.8683589066386,15.1979817274587,23.2546564357261,"2021-11-26"
"18","Model3","wind","3 day","2021-11-24",5.16957935045638,10.5286944765755,12.0756828494467,15.4634696116092,23.6608833706231,"2021-11-27"
"19","Model4","temperature","1 day","2021-11-24",0.472965245613878,1.85039881403703,2.55012598843381,3.47435697368875,5.24525164092967,"2021-11-25"
"20","Model4","temperature","2 day","2021-11-24",2.73600121292612,4.38136345228525,4.97752546332633,5.98848640649063,7.82075919023122,"2021-11-26"
"21","Model4","temperature","3 day","2021-11-24",1.23371810894491,3.06670685636268,3.86105102634421,4.9792812391743,7.07784784841377,"2021-11-27"
"22","Model4","wind","1 day","2021-11-24",5.47360540529662,9.98085365071303,11.7395948481051,14.4768959771683,19.5122138261525,"2021-11-25"
"23","Model4","wind","2 day","2021-11-24",4.84592279294869,10.0461988645647,12.1763102541711,15.3226109838333,21.1674272647208,"2021-11-26"
"24","Model4","wind","3 day","2021-11-24",5.31166049827076,11.1058465500002,13.4859287035004,16.9916496046082,23.5077415771599,"2021-11-27"
"25","Model5","temperature","1 day","2021-11-24",6.90667941994395,8.58424420365869,8.94092803341494,10.0426891992891,11.8897747007931,"2021-11-25"
"26","Model5","temperature","2 day","2021-11-24",9.32997539597692,11.3822535351973,11.7649047596546,13.1279647140831,15.3831536336099,"2021-11-26"
"27","Model5","temperature","3 day","2021-11-24",8.76619470550845,10.9060481298286,11.3636930393753,12.76831236887,15.1246239876791,"2021-11-27"
"28","Model5","wind","1 day","2021-11-24",6.78972152851089,10.5667688311284,11.904143157281,14.2335294132071,18.4367785182222,"2021-11-25"
"29","Model5","wind","2 day","2021-11-24",5.92227776069645,10.5145184142889,12.2828122425742,15.0746737577407,20.1969589514895,"2021-11-26"
"30","Model5","wind","3 day","2021-11-24",6.11709778303581,11.4713315254332,13.5810898085327,16.8226055756767,22.7988386535321,"2021-11-27"
"31","Model6","temperature","1 day","2021-11-24",0.937450176133612,2.41758289187219,3.04676651000977,3.92984733731482,5.58575641420974,"2021-11-25"
"32","Model6","temperature","2 day","2021-11-24",3.1346075047149,4.69425339566866,5.22630798339844,6.19388823641141,7.9278425005888,"2021-11-26"
"33","Model6","temperature","3 day","2021-11-24",2.46992983672985,3.98619513032,4.53867095947265,5.46936936858137,7.15802975573342,"2021-11-27"
"34","Model6","wind","1 day","2021-11-24",5.07940180632738,10.7760761960145,11.8650360348373,15.826798579842,25.1854911299287,"2021-11-25"
"35","Model6","wind","2 day","2021-11-24",4.87759134922628,10.3479303343965,11.3936245503731,15.1979817274587,24.1848426931551,"2021-11-26"
"36","Model6","wind","3 day","2021-11-24",4.96279617643812,10.5286944765755,11.5926555354688,15.4634696116092,24.607318705448,"2021-11-27"
