"","model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","target_end_date"
"1","Model1","temperature","1 day","2021-11-10",6.67163363168084,8.30414527997504,9.16072594447361,10.0173066089722,11.6498182572664,"2021-11-11"
"2","Model1","temperature","2 day","2021-11-10",6.27166071863206,8.49468504115018,9.66110835786509,10.82753167458,13.0505559970981,"2021-11-12"
"3","Model1","temperature","3 day","2021-11-10",5.68195217381597,7.92417243300848,9.10066787889283,10.2771633247772,12.5193835839697,"2021-11-13"
"4","Model1","wind","1 day","2021-11-10",3.36279265548922,7.36709203615716,9.49455891011215,11.6247317807802,15.6867620137934,"2021-11-11"
"5","Model1","wind","2 day","2021-11-10",3.58880108685179,8.17358669010592,10.6186779260786,13.067842736538,17.7389608015787,"2021-11-12"
"6","Model1","wind","3 day","2021-11-10",3.81207359854149,9.4366214312162,12.4669301558454,15.5055772883245,21.3037164198726,"2021-11-13"
"7","Model2","temperature","1 day","2021-11-10",6.88976430207508,8.30777433353696,9.05180576282839,9.79583719211983,11.2138472235817,"2021-11-11"
"8","Model2","temperature","2 day","2021-11-10",6.63674310800184,8.52091207147318,9.50953760712817,10.4981631427832,12.3823321062545,"2021-11-12"
"9","Model2","temperature","3 day","2021-11-10",5.91934782147323,7.94152409026371,9.00256221140894,10.0636003325542,12.0857766013446,"2021-11-13"
"10","Model2","wind","1 day","2021-11-10",3.2935396314048,7.3570925003496,9.48924317770791,11.6213938550662,15.684946724011,"2021-11-11"
"11","Model2","wind","2 day","2021-11-10",3.48510925686824,8.15852209852543,10.6106669769805,13.0628118554356,17.7362246970927,"2021-11-12"
"12","Model2","wind","3 day","2021-11-10",3.60286998365036,9.40572087575606,12.4504831464203,15.4952454170845,21.2980963091902,"2021-11-13"
"13","Model3","temperature","1 day","2021-11-10",7.70478684982336,9.0325707605357,9.72926044464111,10.4259501287465,11.7537340394589,"2021-11-11"
"14","Model3","temperature","2 day","2021-11-10",7.61174290178135,9.06254780225846,9.82378673553467,10.5850256688109,12.035830569288,"2021-11-12"
"15","Model3","temperature","3 day","2021-11-10",6.35333303519759,7.93010665912447,8.75744152069092,9.58477638225737,11.1615500061842,"2021-11-13"
"16","Model3","wind","1 day","2021-11-10",10.2024571949824,11.019535226579,12.0315649326624,13.3848979633434,16.4878267250912,"2021-11-11"
"17","Model3","wind","2 day","2021-11-10",10.3853255745633,11.2631892680354,12.3505078610343,13.8045206809482,17.13828856851,"2021-11-12"
"18","Model3","wind","3 day","2021-11-10",11.5834754205282,12.5794864973604,13.8131419847962,15.4628432826848,19.2452866942192,"2021-11-13"
"19","Model4","temperature","1 day","2021-11-10",6.40476828641361,8.30414527997504,8.79429690669467,10.0173066089722,12.1158109875571,"2021-11-11"
"20","Model4","temperature","2 day","2021-11-10",6.02079428988678,8.49468504115018,9.27466402355049,10.82753167458,13.572578236982,"2021-11-12"
"21","Model4","temperature","3 day","2021-11-10",5.45467408686333,7.92417243300848,8.73664116373712,10.2771633247772,13.0201589273285,"2021-11-13"
"22","Model4","wind","1 day","2021-11-10",3.22828094926965,7.36709203615716,9.11477655370766,11.6247317807802,16.3142324943451,"2021-11-11"
"23","Model4","wind","2 day","2021-11-10",3.44524904337772,8.17358669010592,10.1939308090355,13.067842736538,18.4485192336418,"2021-11-12"
"24","Model4","wind","3 day","2021-11-10",3.65959065459983,9.4366214312162,11.9682529496116,15.5055772883245,22.1558650766675,"2021-11-13"
"25","Model5","temperature","1 day","2021-11-10",6.61417372999208,8.30777433353696,8.68973353231526,9.79583719211983,11.662401112525,"2021-11-11"
"26","Model5","temperature","2 day","2021-11-10",6.37127338368177,8.52091207147318,9.12915610284304,10.4981631427832,12.8776253905047,"2021-11-12"
"27","Model5","temperature","3 day","2021-11-10",5.6825739086143,7.94152409026371,8.64245972295258,10.0636003325542,12.5692076653984,"2021-11-13"
"28","Model5","wind","1 day","2021-11-10",3.16179804614861,7.3570925003496,9.10967345059959,11.6213938550662,16.3123445929714,"2021-11-11"
"29","Model5","wind","2 day","2021-11-10",3.34570488659351,8.15852209852543,10.1862402979013,13.0628118554356,18.4456736849764,"2021-11-12"
"30","Model5","wind","3 day","2021-11-10",3.45875518430435,9.40572087575606,11.9524638205635,15.4952454170845,22.1500201615578,"2021-11-13"
"31","Model6","temperature","1 day","2021-11-10",7.39659537583043,9.0325707605357,9.34009002685547,10.4259501287465,12.2238834010373,"2021-11-11"
"32","Model6","temperature","2 day","2021-11-10",7.3072731857101,9.06254780225846,9.43083526611328,10.5850256688109,12.5172637920595,"2021-11-12"
"33","Model6","temperature","3 day","2021-11-10",6.09919971378969,7.93010665912447,8.40714385986328,9.58477638225737,11.6080120064316,"2021-11-13"
"34","Model6","wind","1 day","2021-11-10",9.7943589071831,11.019535226579,11.5503023353559,13.3848979633434,17.1473397940948,"2021-11-11"
"35","Model6","wind","2 day","2021-11-10",9.96991255158077,11.2631892680354,11.8564875465929,13.8045206809482,17.8238201112504,"2021-11-12"
"36","Model6","wind","3 day","2021-11-10",11.1201364037071,12.5794864973604,13.2606163054044,15.4628432826848,20.015098161988,"2021-11-13"
