"","model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","target_end_date"
"1","Model1","temperature","1 day","2022-01-26",2.42695806368833,3.93985117992554,4.73366786856962,5.5274845572137,7.04037767345091,"2022-01-27"
"2","Model1","temperature","2 day","2022-01-26",2.95190757698414,4.65915572465281,5.55495071289809,6.45074570114337,8.15799384881204,"2022-01-28"
"3","Model1","temperature","3 day","2022-01-26",2.04211139166281,4.61529050495167,5.96544042702903,7.3155903491064,9.88876946239525,"2022-01-29"
"4","Model1","wind","1 day","2022-01-26",18.142851971332,21.8882040590163,24.4926455075536,26.8570869560914,31.8384390437872,"2022-01-27"
"5","Model1","wind","2 day","2022-01-26",16.6377256951908,20.7467454673295,23.4916324485038,25.5165194299826,30.5975392087615,"2022-01-28"
"6","Model1","wind","3 day","2022-01-26",16.31785078675,23.1330569256854,25.7919356731505,29.0508144212225,34.6180205733965,"2022-01-29"
"7","Model2","temperature","1 day","2022-01-26",-0.172873779769408,3.10640712588979,4.8270494381098,6.5476917503298,9.826972655989,"2022-01-27"
"8","Model2","temperature","2 day","2022-01-26",0.673854906925206,4.06835926139621,5.84945944443885,7.6305596274815,11.0250639819525,"2022-01-28"
"9","Model2","temperature","3 day","2022-01-26",-0.0855705354861116,3.88455035607883,5.96767717173724,8.05080398739564,12.0209248789606,"2022-01-29"
"10","Model2","wind","1 day","2022-01-26",16.346571744693,21.4088662884608,24.0650578254212,26.7212493623815,31.7835439061494,"2022-01-27"
"11","Model2","wind","2 day","2022-01-26",15.3255644438837,20.6689835456644,23.4726814486351,26.2763793516058,31.6197984533865,"2022-01-28"
"12","Model2","wind","3 day","2022-01-26",15.5521348970953,22.5719958241866,26.2553246040446,29.9386533839026,36.9585143109939,"2022-01-29"
"13","Model3","temperature","1 day","2022-01-26",2.03441124196324,4.11178485760027,5.20178508758545,6.29178531757063,8.36915893320766,"2022-01-27"
"14","Model3","temperature","2 day","2022-01-26",2.83991326848423,4.94240621523888,6.04558658599854,7.14876695675819,9.25125990351284,"2022-01-28"
"15","Model3","temperature","3 day","2022-01-26",2.94176553275186,5.07131446368667,6.18869113922119,7.30606781475571,9.43561674569052,"2022-01-29"
"16","Model3","wind","1 day","2022-01-26",13.738730322518,20.2550796363665,23.6742153167725,27.0933509971785,33.6097003110269,"2022-01-27"
"17","Model3","wind","2 day","2022-01-26",14.4498482090171,21.1455464914304,24.6587867736816,28.1720270559328,34.8677253383461,"2022-01-28"
"18","Model3","wind","3 day","2022-01-26",14.8648994925561,21.679552835338,25.2552089691162,28.8308651028944,35.6455184456763,"2022-01-29"
"19","Model4","temperature","1 day","2022-01-26",2.3298797411408,3.93985117992554,4.54432115382683,5.5274845572137,7.32199278038895,"2022-01-27"
"20","Model4","temperature","2 day","2022-01-26",2.83383127390477,4.65915572465281,5.33275268438217,6.45074570114337,8.48431360276452,"2022-01-28"
"21","Model4","temperature","3 day","2022-01-26",1.9604269359963,4.61529050495167,5.72682280994787,7.3155903491064,10.2843202408911,"2022-01-29"
"22","Model4","wind","1 day","2022-01-26",17.4171378924787,21.8882040590163,23.5129396872515,26.8570869560914,33.1119766055387,"2022-01-27"
"23","Model4","wind","2 day","2022-01-26",15.9722166673832,20.7467454673295,22.5519671505636,25.5165194299826,31.821440777112,"2022-01-28"
"24","Model4","wind","3 day","2022-01-26",15.66513675528,23.1330569256854,24.7602582462245,29.0508144212225,36.0027413963324,"2022-01-29"
"25","Model5","temperature","1 day","2022-01-26",-0.165958828578632,3.10640712588979,4.63396746058541,6.5476917503298,10.2200515622286,"2022-01-27"
"26","Model5","temperature","2 day","2022-01-26",0.646900710648198,4.06835926139621,5.6154810666613,7.6305596274815,11.4660665412306,"2022-01-28"
"27","Model5","temperature","3 day","2022-01-26",-0.0821477140666671,3.88455035607883,5.72897008486775,8.05080398739564,12.501761874119,"2022-01-29"
"28","Model5","wind","1 day","2022-01-26",15.6927088749053,21.4088662884608,23.1024555124044,26.7212493623815,33.0548856623954,"2022-01-27"
"29","Model5","wind","2 day","2022-01-26",14.7125418661284,20.6689835456644,22.5337741906897,26.2763793516058,32.884590391522,"2022-01-28"
"30","Model5","wind","3 day","2022-01-26",14.9300495012115,22.5719958241866,25.2051116198828,29.9386533839026,38.4368548834337,"2022-01-29"
"31","Model6","temperature","1 day","2022-01-26",1.95303479228471,4.11178485760027,4.99371368408203,6.29178531757063,8.70392529053597,"2022-01-27"
"32","Model6","temperature","2 day","2022-01-26",2.72631673774486,4.94240621523888,5.8037631225586,7.14876695675819,9.62131029965335,"2022-01-28"
"33","Model6","temperature","3 day","2022-01-26",2.82409491144179,5.07131446368667,5.94114349365234,7.30606781475571,9.81304141551814,"2022-01-29"
"34","Model6","wind","1 day","2022-01-26",13.1891811096173,20.2550796363665,22.7272467041016,27.0933509971785,34.954088323468,"2022-01-27"
"35","Model6","wind","2 day","2022-01-26",13.8718542806564,21.1455464914304,23.6724353027343,28.1720270559328,36.2624343518799,"2022-01-28"
"36","Model6","wind","3 day","2022-01-26",14.2703035128539,21.679552835338,24.2450006103515,28.8308651028944,37.0713391835034,"2022-01-29"
