"","model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","target_end_date"
"1","Model1","temperature","1 day","2021-12-15",6.34396590605195,7.86437239425726,8.66213135746936,9.45989032068145,10.9802968088868,"2021-12-16"
"2","Model1","temperature","2 day","2021-12-15",3.67635458241278,5.71176105712519,6.77974108192661,7.84772110672803,9.88312758144044,"2021-12-17"
"3","Model1","temperature","3 day","2021-12-15",-0.407642570063983,3.30466452734401,5.25251616052724,7.20036779371046,10.9126748911185,"2021-12-18"
"4","Model1","wind","1 day","2021-12-15",9.36,12.96,13.68,15.84,21.6,"2021-12-16"
"5","Model1","wind","2 day","2021-12-15",6.12,11.16,12.6,14.76,18.72,"2021-12-17"
"6","Model1","wind","3 day","2021-12-15",4.68,9,12.6,15.84,26.64,"2021-12-18"
"7","Model2","temperature","1 day","2021-12-15",4.89263721639379,7.35528693624931,8.64744196354434,9.93959699083938,12.4022467106949,"2021-12-16"
"8","Model2","temperature","2 day","2021-12-15",3.02509821669934,5.57370962815104,6.91096884994651,8.24822807174198,10.7968394831937,"2021-12-17"
"9","Model2","temperature","3 day","2021-12-15",1.36566530743813,4.07602162406917,5.49814857621287,6.92027552835657,9.63063184498762,"2021-12-18"
"10","Model2","wind","1 day","2021-12-15",7.23019986381406,12.3216513519729,14.9931415698505,17.6646317877282,22.756083275887,"2021-12-16"
"11","Model2","wind","2 day","2021-12-15",5.48728204956778,11.1962908449792,14.1918140638864,17.1873372827935,22.8963460782049,"2021-12-17"
"12","Model2","wind","3 day","2021-12-15",3.22788782150558,9.81082443801019,13.2648985496464,16.7189726612825,23.3019092777871,"2021-12-18"
"13","Model3","temperature","1 day","2021-12-15",7.06267632161543,8.56442494373122,9.35239410400391,10.1403632642766,11.6421118863924,"2021-12-16"
"14","Model3","temperature","2 day","2021-12-15",4.9486403478347,6.45735865301667,7.24898481369019,8.0406109743637,9.54932927954568,"2021-12-17"
"15","Model3","temperature","3 day","2021-12-15",2.3280388889336,4.04846610601553,4.95117616653442,5.85388622705332,7.57431344413524,"2021-12-18"
"16","Model3","wind","1 day","2021-12-15",8.85730926553915,14.21476465121,17.0258274078369,19.8368901644638,25.1943455501347,"2021-12-16"
"17","Model3","wind","2 day","2021-12-15",8.04401395181531,13.1867904720331,15.8852109909058,18.5836315097785,23.7264080299962,"2021-12-17"
"18","Model3","wind","3 day","2021-12-15",8.39276498674711,13.6269427048656,16.3733215332031,19.1197003615406,24.3538780796591,"2021-12-18"
"19","Model4","temperature","1 day","2021-12-15",6.09020726980987,7.86437239425726,8.31564610317058,9.45989032068145,11.4195086812423,"2021-12-16"
"20","Model4","temperature","2 day","2021-12-15",3.52930039911627,5.71176105712519,6.50855143864954,7.84772110672803,10.2784526846981,"2021-12-17"
"21","Model4","temperature","3 day","2021-12-15",-0.391336867261424,3.30466452734401,5.04241551410615,7.20036779371046,11.3491818867632,"2021-12-18"
"22","Model4","wind","1 day","2021-12-15",8.9856,12.96,13.1328,15.84,22.464,"2021-12-16"
"23","Model4","wind","2 day","2021-12-15",5.8752,11.16,12.096,14.76,19.4688,"2021-12-17"
"24","Model4","wind","3 day","2021-12-15",4.4928,9,12.096,15.84,27.7056,"2021-12-18"
"25","Model5","temperature","1 day","2021-12-15",4.69693172773804,7.35528693624931,8.30154428500257,9.93959699083938,12.8983365791227,"2021-12-16"
"26","Model5","temperature","2 day","2021-12-15",2.90409428803137,5.57370962815104,6.63453009594865,8.24822807174198,11.2287130625214,"2021-12-17"
"27","Model5","temperature","3 day","2021-12-15",1.3110386951406,4.07602162406917,5.27822263316436,6.92027552835657,10.0158571187871,"2021-12-18"
"28","Model5","wind","1 day","2021-12-15",6.9409918692615,12.3216513519729,14.3934159070565,17.6646317877282,23.6663266069225,"2021-12-16"
"29","Model5","wind","2 day","2021-12-15",5.26779076758507,11.1962908449792,13.6241415013309,17.1873372827935,23.8121999213331,"2021-12-17"
"30","Model5","wind","3 day","2021-12-15",3.09877230864536,9.81082443801019,12.7343026076605,16.7189726612825,24.2339856488986,"2021-12-18"
"31","Model6","temperature","1 day","2021-12-15",6.78016926875081,8.56442494373122,8.97829833984375,10.1403632642766,12.1077963618481,"2021-12-16"
"32","Model6","temperature","2 day","2021-12-15",4.75069473392131,6.45735865301667,6.95902542114258,8.0406109743637,9.93130245072751,"2021-12-17"
"33","Model6","temperature","3 day","2021-12-15",2.23491733337626,4.04846610601553,4.75312911987304,5.85388622705332,7.87728598190065,"2021-12-18"
"34","Model6","wind","1 day","2021-12-15",8.50301689491758,14.21476465121,16.3447943115234,19.8368901644638,26.2021193721401,"2021-12-16"
"35","Model6","wind","2 day","2021-12-15",7.7222533937427,13.1867904720331,15.2498025512696,18.5836315097785,24.675464351196,"2021-12-17"
"36","Model6","wind","3 day","2021-12-15",8.05705438727723,13.6269427048656,15.718388671875,19.1197003615406,25.3280332028455,"2021-12-18"
